application_id,user_id,program_id,application_date,motivation_score,cv_score,technical_score,diversity_score,preferred_program_track,preferred_timeslot,selected,waitlisted,final_status,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots,total_days,attended_curriculum_days,attended_project_days,total_curriculum_hours,total_project_hours,total_zoom_minutes,assignments_completed_total,forum_messages_total,help_requests_total,attendance_rate_curriculum,attendance_rate_project,avg_zoom_minutes_per_day,avg_forum_messages_per_day,avg_help_requests_per_day,post_score,pre_score,mid_score,learning_gain,avg_satisfaction,avg_difficulty,avg_content_quality,avg_ta_support,survey_response_count,dropout_day,reason,dropped_out,support_ticket_count,avg_support_response_time,avg_support_satisfaction,completion_status,engagement_score,survey_response_rate
A000943,U01100,P006,2026-03-01,72.75205736432446,43.89438300570618,92.44839204099954,42,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,PhD,CS,8,0,Spanish,NLP,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,14,14,60.44,38.86,3200,14,116,29,0.7,0.7,160.0,5.8,1.45,72.0,65.0,,7.0,5.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000946,U01103,P002,2026-03-01,53.84119352077019,47.51863671212413,100.0,62,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Female,UG,AI,9,0,Hindi,Time Series,Slot 3,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,68.07,43.6,3660,18,98,35,0.9,0.9,183.0,4.9,1.75,88.0,67.0,,21.0,4.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000950,U01108,P006,2026-03-01,71.43857437413709,47.4576487144466,100.0,74,Research,Slot 1,1,0,accepted,student,India,UTC+5:30,Female,UG,Neuro,9,1,French,Climate,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,69.39,41.13,3535,16,102,26,0.8,0.8,176.75,5.1,1.3,86.0,58.0,,28.0,5.0,4.0,3.0,3.0,1,20.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000951,U01109,P008,2026-03-01,69.57419947825522,59.21222000398584,82.84352435850043,40,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Male,UG,AI,8,0,Hindi,NLP,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,15,15,64.13,44.45,3841,15,115,34,0.75,0.75,192.05,5.75,1.7,51.0,43.0,,8.0,5.0,3.0,4.0,4.0,1,11.0,difficulty,1,,,,1,1.0,0.3333333333333333
A000952,U01110,P002,2026-03-01,69.92673054368966,60.57240599787105,72.75988098390025,50,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,UG,Neuro,7,0,Spanish,Time Series,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,72.36,40.16,2686,18,97,30,0.9,0.9,134.3,4.85,1.5,89.0,66.0,,23.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000954,U01112,P002,2026-03-01,54.255132945837246,58.71702585598813,100.0,87,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Female,PhD,AI,8,0,English,Neural Coding,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,62.19,36.67,3329,18,100,28,0.9,0.9,166.45,5.0,1.4,95.0,65.0,,30.0,4.0,2.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000961,U01120,P003,2026-03-01,55.54652205003449,55.31797398480622,87.06660135361263,41,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,Masters,Climate,8,0,English,Neural Coding,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,14,14,70.23,41.91,2902,14,92,22,0.7,0.7,145.1,4.6,1.1,68.0,59.0,,9.0,3.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000963,U01122,P001,2026-03-01,72.62211972892908,40.83533786207673,85.72644417157244,72,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Non-binary,PhD,Neuro,5,1,English,Neural Coding,Slot 5,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,16,16,62.05,38.29,3175,16,86,44,0.8,0.8,158.75,4.3,2.2,78.0,63.0,,15.0,4.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000971,U01132,P007,2026-03-01,58.68343823738647,49.25585792076479,90.72151917719717,60,Research,Slot 3,1,0,accepted,student,Japan,UTC+9,Female,UG,Climate,9,1,English,RL,Slot 3,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,65.21000000000001,40.22,3353,16,93,37,0.8,0.8,167.65,4.65,1.85,84.0,67.0,,17.0,3.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000975,U01136,P002,2026-03-01,64.90823451876646,42.68597497796635,100.0,86,Research,Slot 1,1,0,accepted,student,Brazil,UTC-3,Female,UG,AI,9,1,Hindi,Time Series,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,66.5,38.16,3648,18,116,23,0.9,0.9,182.4,5.8,1.15,96.0,70.0,,26.0,3.0,2.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000976,U01137,P005,2026-03-01,58.73273658437246,47.93453265551056,96.14181226900388,84,Research,Slot 5,1,0,accepted,student,UK,UTC+0,Male,Masters,CS,6,0,Hindi,NLP,Slot 5,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,15,15,65.93,41.01,3876,15,100,32,0.75,0.75,193.8,5.0,1.6,85.0,61.0,,24.0,4.0,4.0,5.0,3.0,1,8.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A000977,U01138,P004,2026-03-01,70.70912943374587,57.52848331200271,68.52183734924229,48,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Female,UG,CS,4,0,English,RL,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,17,17,68.76,42.03,3397,17,98,20,0.85,0.85,169.85,4.9,1.0,58.0,44.0,,14.0,4.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000978,U01139,P008,2026-03-01,72.16445983497483,39.87425569185679,91.66685005491996,57,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,CS,9,0,French,Neural Coding,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,65.0,38.98,3614,17,89,24,0.85,0.85,180.7,4.45,1.2,83.0,63.0,,20.0,3.0,5.0,5.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000981,U01142,P005,2026-03-01,71.95177411511416,45.197855658676005,88.37937897963177,52,Research,Slot 2,1,0,accepted,student,Kenya,UTC+3,Male,UG,Climate,8,1,English,Neural Coding,Slot 2,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,18,18,64.31,38.25,3902,18,99,25,0.9,0.9,195.1,4.95,1.25,75.0,53.0,,22.0,3.0,2.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A000987,U01149,P008,2026-03-01,73.37332880114424,42.874213371326725,82.31126655011113,58,Research,Slot 3,1,0,accepted,student,USA,UTC-5,Female,Masters,Climate,5,0,English,RL,Slot 3,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,17,17,62.12,39.65,3647,17,103,33,0.85,0.85,182.35,5.15,1.65,83.0,57.0,,26.0,3.0,3.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000988,U01150,P007,2026-03-01,63.72166762366109,55.719563219725,100.0,69,Research,Slot 4,1,0,accepted,student,Brazil,UTC-3,Male,PhD,Neuro,9,1,Spanish,Climate,Slot 4,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,15,15,59.49,40.01,3614,15,103,28,0.75,0.75,180.7,5.15,1.4,75.0,64.0,,11.0,3.0,3.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000990,U01152,P007,2026-03-01,61.77023128993783,53.69614795900016,86.06323922008288,71,Research,Slot 3,1,0,accepted,student,Canada,UTC-5,Female,UG,Climate,6,0,French,NLP,Slot 3,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,16,16,62.9,40.04,2906,16,94,23,0.8,0.8,145.3,4.7,1.15,56.0,49.0,,7.0,5.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A000994,U01156,P006,2026-03-01,81.56349631729299,46.19305376204908,97.39232166900042,52,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Male,PhD,Neuro,9,0,English,RL,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,59.9,39.65,4113,16,107,23,0.8,0.8,205.65,5.35,1.15,53.0,41.0,,12.0,5.0,5.0,3.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A000998,U01161,P008,2026-03-01,56.45051733259342,74.60752928708379,64.31708644035795,83,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Male,Masters,AI,6,0,Spanish,RL,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,70.07,39.84,3790,18,107,36,0.9,0.9,189.5,5.35,1.8,55.0,48.0,,7.0,4.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001000,U01163,P003,2026-03-01,59.29092571604621,62.02778229325564,74.75965862178224,57,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Male,UG,AI,4,0,Hindi,RL,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,15,15,61.6,41.21,3638,15,82,29,0.75,0.75,181.9,4.1,1.45,55.0,48.0,,7.0,5.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001001,U01164,P007,2026-03-01,70.02271035675611,55.87778227889649,71.7419425810701,65,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Female,PhD,AI,8,0,Spanish,NLP,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,13,13,65.73,42.54,3510,13,95,23,0.65,0.65,175.5,4.75,1.15,75.0,46.0,,29.0,5.0,3.0,5.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001005,U01168,P008,2026-03-01,67.0812986049528,48.38320072785505,87.04312282542465,89,Research,Slot 4,1,0,accepted,student,India,UTC+5:30,Female,PhD,Neuro,8,0,English,NLP,Slot 4,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,64.76,43.32,3704,14,73,27,0.7,0.7,185.2,3.65,1.35,63.0,42.0,,21.0,5.0,2.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001006,U01169,P002,2026-03-01,49.16198004729782,61.83740486168101,87.79946492628305,77,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Male,Masters,Neuro,8,0,Hindi,Time Series,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,17,17,71.59,37.28,3228,17,101,29,0.85,0.85,161.4,5.05,1.45,51.0,43.0,,8.0,3.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001008,U01172,P004,2026-03-01,49.97454367610478,62.19493022566629,100.0,50,Research,Slot 5,1,0,accepted,student,Canada,UTC-5,Female,PhD,Neuro,8,1,Hindi,CV,Slot 5,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,16,16,64.83,37.87,3364,16,118,29,0.8,0.8,168.2,5.9,1.45,92.0,70.0,,22.0,3.0,2.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001016,U01183,P006,2026-03-01,69.75034206953751,45.77127664665896,95.16755026989868,78,Research,Slot 1,1,0,accepted,student,UK,UTC+0,Male,UG,AI,8,0,Hindi,RL,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,64.85,40.34,3778,16,97,32,0.8,0.8,188.9,4.85,1.6,68.0,60.0,,8.0,3.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001017,U01184,P006,2026-03-01,62.11562060278956,55.93253564277809,93.57991826986272,87,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Female,Masters,Neuro,9,0,Spanish,Neural Coding,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,15,15,70.78,42.38,3265,15,86,39,0.75,0.75,163.25,4.3,1.95,54.0,49.0,,5.0,3.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001018,U01185,P005,2026-03-01,74.98481840126713,48.79803255733045,80.61357141377324,57,Research,Slot 5,1,0,accepted,student,UK,UTC+0,Non-binary,Masters,Neuro,6,0,Spanish,CV,Slot 5,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,12,12,63.85,35.29,4328,12,99,34,0.6,0.6,216.4,4.95,1.7,85.0,70.0,,15.0,3.0,3.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001025,U01193,P005,2026-03-01,63.71401085932235,51.69428083908949,100.0,52,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,Masters,Climate,8,0,Spanish,Climate,Slot 5,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,18,18,64.38,38.39,3071,18,93,31,0.9,0.9,153.55,4.65,1.55,76.0,69.0,,7.0,3.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001026,U01194,P006,2026-03-01,58.43986340576745,62.570848921053454,94.52729620770567,76,Research,Slot 2,1,0,accepted,student,Kenya,UTC+3,Male,UG,Neuro,9,0,French,Time Series,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,62.65,36.47,3796,17,101,27,0.85,0.85,189.8,5.05,1.35,89.0,62.0,,27.0,4.0,3.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001034,U01202,P001,2026-03-01,62.6850146247536,77.84588199181577,67.83556400705527,72,Research,Slot 3,1,0,accepted,student,Canada,UTC-5,Male,Masters,AI,4,1,Hindi,Neural Coding,Slot 3,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,14,14,60.18,45.58,2941,14,114,23,0.7,0.7,147.05,5.7,1.15,57.0,47.0,,10.0,4.0,4.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001036,U01204,P002,2026-03-01,63.37878561109787,51.58813991668424,97.46730451086933,77,Research,Slot 2,1,0,accepted,student,Canada,UTC-5,Female,PhD,Climate,9,0,Hindi,CV,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,66.25,37.78,3742,14,92,38,0.7,0.7,187.1,4.6,1.9,75.0,50.0,,25.0,4.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001037,U01205,P008,2026-03-01,68.22042003928942,64.58432703426777,80.96502067055769,66,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Female,PhD,Climate,7,0,Spanish,Time Series,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,18,18,62.09,38.04,3188,18,110,32,0.9,0.9,159.4,5.5,1.6,62.0,43.0,,19.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001041,U01212,P002,2026-03-01,75.53678960445693,35.40323964842315,85.96091434159942,73,Research,Slot 4,1,0,accepted,student,Japan,UTC+9,Non-binary,Masters,Climate,5,0,French,RL,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,16,16,67.09,38.84,3595,16,101,37,0.8,0.8,179.75,5.05,1.85,90.0,67.0,,23.0,3.0,2.0,4.0,3.0,1,,,0,1.0,1.59,5.0,1,1.0,0.3333333333333333
A001043,U01216,P002,2026-03-01,78.41549476395366,43.05197898461358,81.08238561099913,65,Research,Slot 1,1,0,accepted,student,USA,UTC-5,Male,PhD,CS,4,0,French,Climate,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,13,13,66.85,37.24,3420,13,88,25,0.65,0.65,171.0,4.4,1.25,66.0,61.0,,5.0,3.0,3.0,5.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001044,U01217,P007,2026-03-01,57.68837224632328,58.13636148642236,94.60805866138377,41,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Male,PhD,CS,7,0,Spanish,RL,Slot 5,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,15,15,58.93,34.27,3827,15,101,29,0.75,0.75,191.35,5.05,1.45,63.0,49.0,,14.0,5.0,2.0,3.0,3.0,1,3.0,low_engagement,1,,,,1,1.0,0.3333333333333333
A001047,U01220,P005,2026-03-01,79.48581459048721,38.45587783437024,98.56880072499035,60,Research,Slot 3,1,0,accepted,student,UK,UTC+0,Female,PhD,CS,9,0,Hindi,Neural Coding,Slot 3,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,17,17,67.26,37.08,3910,17,94,27,0.85,0.85,195.5,4.7,1.35,60.0,54.0,,6.0,4.0,2.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001049,U01222,P005,2026-03-01,49.65230221946434,46.81518201129519,100.0,90,Research,Slot 2,1,0,accepted,student,USA,UTC-5,Male,UG,AI,8,0,French,CV,Slot 2,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5,20,19,19,67.03,43.730000000000004,3868,19,109,24,0.95,0.95,193.4,5.45,1.2,72.0,56.0,,16.0,4.0,5.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001050,U01223,P003,2026-03-01,53.51539989057582,52.313623243412906,90.40630726178586,51,Research,Slot 2,1,0,accepted,student,Kenya,UTC+3,Male,UG,Neuro,7,0,Hindi,Time Series,Slot 2,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,13,13,63.29,41.75,3849,13,97,30,0.65,0.65,192.45,4.85,1.5,58.0,53.0,,5.0,5.0,4.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001055,U01230,P001,2026-03-01,61.88491822966368,50.10041883249679,91.85835058328772,82,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Male,PhD,AI,8,0,French,Climate,Slot 4,Computational Neuroscience,2025,2025-06-22,2025-07-24,363,18,global,4.5,3,8,5,virtual,5,20,17,17,61.14,45.13,3831,17,105,24,0.85,0.85,191.55,5.25,1.2,86.0,58.0,,28.0,4.0,5.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001056,U01231,P008,2026-03-01,71.94214483013992,63.01102063024093,68.10583990079276,63,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Male,PhD,AI,2,0,Spanish,NLP,Slot 5,NeuroAI,2026,2026-06-22,2026-07-24,223,21,global,4.5,3,8,5,virtual,5,20,14,14,66.35,41.1,3509,14,106,29,0.7,0.7,175.45,5.3,1.45,78.0,48.0,,30.0,5.0,5.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001061,U01236,P006,2026-03-01,55.50082753798616,56.70796468918347,87.89824838874858,47,Research,Slot 5,1,0,accepted,student,USA,UTC-5,Male,PhD,Neuro,7,1,Hindi,CV,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,66.23,44.34,3640,17,99,35,0.85,0.85,182.0,4.95,1.75,71.0,41.0,,30.0,5.0,5.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001063,U01240,P006,2026-03-01,69.97877815794254,50.91739875987282,93.67353378918878,60,Research,Slot 1,1,0,accepted,student,Canada,UTC-5,Non-binary,PhD,Climate,7,0,Hindi,Climate,Slot 1,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,19,19,64.79,43.33,3591,19,106,38,0.95,0.95,179.55,5.3,1.9,85.0,68.0,,17.0,3.0,4.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001064,U01241,P002,2026-03-01,77.39484470518688,50.54665418404613,78.27867341502673,84,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Non-binary,UG,Climate,7,0,English,NLP,Slot 4,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,18,18,67.88,38.39,3383,18,87,28,0.9,0.9,169.15,4.35,1.4,62.0,54.0,,8.0,4.0,5.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001072,U01257,P003,2026-03-01,57.807224793155335,75.19518819872356,88.34198943171766,60,Research,Slot 4,1,0,accepted,student,UK,UTC+0,Non-binary,UG,CS,7,0,Hindi,Neural Coding,Slot 4,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,14,14,63.050000000000004,34.43,3860,14,73,33,0.7,0.7,193.0,3.65,1.65,75.0,49.0,,26.0,5.0,5.0,5.0,4.0,1,12.0,difficulty,1,,,,1,1.0,0.3333333333333333
A001073,U01258,P002,2026-03-01,78.6419952588735,43.28692408628914,88.03538910213311,54,Research,Slot 1,1,0,accepted,student,USA,UTC-5,Male,UG,CS,9,0,Hindi,NLP,Slot 1,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,17,17,64.92,35.97,3832,17,97,29,0.85,0.85,191.6,4.85,1.45,87.0,66.0,,21.0,4.0,5.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001080,U01266,P002,2026-03-01,87.15149317222517,34.47030194262446,100.0,73,Research,Slot 2,1,0,accepted,student,Japan,UTC+9,Male,UG,AI,9,1,English,Neural Coding,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,65.36,43.62,3604,14,94,28,0.7,0.7,180.2,4.7,1.4,75.0,54.0,,21.0,4.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001082,U01268,P006,2026-03-01,55.27100271367391,53.68973012102345,100.0,46,Research,Slot 3,1,0,accepted,student,Brazil,UTC-3,Male,Masters,Neuro,8,0,French,NLP,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,66.05,39.64,3607,17,99,26,0.85,0.85,180.35,4.95,1.3,53.0,46.0,,7.0,5.0,4.0,4.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001083,U01269,P002,2026-03-01,72.25395232859672,50.904139936951886,82.2220567266956,75,Research,Slot 5,1,0,accepted,student,India,UTC+5:30,Non-binary,PhD,AI,7,0,English,CV,Slot 5,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,14,14,64.63,42.65,3708,14,96,29,0.7,0.7,185.4,4.8,1.45,51.0,40.0,,11.0,4.0,5.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001084,U01270,P007,2026-03-01,75.08918894266904,61.18338136793128,73.02756349107668,57,Research,Slot 2,1,0,accepted,student,India,UTC+5:30,Female,Masters,AI,6,1,Spanish,Time Series,Slot 2,Computational Tools for Climate Science,2026,2026-06-22,2026-07-24,208,15,global,4.5,3,8,5,virtual,5,20,13,13,64.97,39.34,3526,13,95,20,0.65,0.65,176.3,4.75,1.0,56.0,43.0,,13.0,4.0,2.0,3.0,5.0,1,,,0,,,,0,1.0,0.3333333333333333
A001087,U01274,P006,2026-03-01,78.80761146202649,55.46889703451684,74.54749535370588,82,Research,Slot 3,1,0,accepted,student,Germany,UTC+1,Female,PhD,AI,2,0,Spanish,RL,Slot 3,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,17,17,62.35,39.0,3245,17,81,27,0.85,0.85,162.25,4.05,1.35,95.0,65.0,,30.0,5.0,5.0,3.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001089,U01276,P004,2026-03-01,62.29967113622129,56.333688092749625,89.54387270425778,76,Research,Slot 4,1,0,accepted,student,USA,UTC-5,Female,UG,CS,7,0,Spanish,NLP,Slot 4,NeuroAI,2025,2025-06-22,2025-07-24,235,18,global,4.5,3,8,5,virtual,5,20,15,15,62.019999999999996,42.64,3594,15,96,39,0.75,0.75,179.7,4.8,1.95,80.0,51.0,,29.0,4.0,3.0,4.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001090,U01278,P002,2026-03-01,62.45987048128154,53.22340444477964,80.93413312627591,81,Research,Slot 2,1,0,accepted,student,Germany,UTC+1,Female,UG,AI,9,1,French,Time Series,Slot 2,Deep Learning,2025,2025-06-22,2025-07-24,206,23,global,4.5,3,8,5,virtual,5,20,17,17,68.06,40.54,3637,17,100,29,0.85,0.85,181.85,5.0,1.45,86.0,69.0,,17.0,3.0,3.0,5.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
A001094,U01283,P003,2026-03-01,74.771757333683,69.48479410097343,91.96230342523576,67,Research,Slot 5,1,0,accepted,student,Brazil,UTC-3,Male,UG,Climate,5,1,French,NLP,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,18,18,66.16,40.82,3786,18,104,23,0.9,0.9,189.3,5.2,1.15,63.0,48.0,,15.0,4.0,2.0,5.0,5.0,1,,,0,,,,1,1.0,0.3333333333333333
A001095,U01284,P003,2026-03-01,69.94378730992047,55.28036004547964,84.41866740342549,60,Research,Slot 3,1,0,accepted,student,Canada,UTC-5,Non-binary,UG,CS,8,0,Spanish,Climate,Slot 3,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5,20,18,18,67.6,39.71,3650,18,119,30,0.9,0.9,182.5,5.95,1.5,64.0,55.0,,9.0,4.0,4.0,3.0,4.0,1,,,0,,,,1,1.0,0.3333333333333333
A001097,U01286,P006,2026-03-01,61.6311271136541,76.8209481364969,62.54490194153569,52,Research,Slot 5,1,0,accepted,student,Japan,UTC+9,Male,PhD,CS,0,0,Hindi,Time Series,Slot 5,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5,20,16,16,65.87,42.68,3684,16,107,28,0.8,0.8,184.2,5.35,1.4,99.0,70.0,,29.0,3.0,2.0,4.0,3.0,1,,,0,,,,1,1.0,0.3333333333333333
